NAICs;METRO;STATE;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
51;Bloomington-Normal, IL;IL;834;932;986;980;1011;1061;1127;8745;8491;7981;6299
511210;Bloomington-Normal, IL;IL;0;0;0;0;0;0;0;0;0;0;*
518;Bloomington-Normal, IL;IL;0;0;0;33;60;57;56;39;42;58;*
519130;Bloomington-Normal, IL;IL;0;*;0;0;*;*;*;*;*;*;*
52;Bloomington-Normal, IL;IL;11111;11294;11246;11207;11013;10908;11106;11123;11431;12068;12974
522320;Bloomington-Normal, IL;IL;0;0;0;0;0;0;*;*;*;*;*
54151;Bloomington-Normal, IL;IL;1377;998;929;881;969;859;875;839;351;375;348
811212;Bloomington-Normal, IL;IL;0;0;0;0;0;0;0;0;0;0;*
811213;Bloomington-Normal, IL;IL;*;*;*;*;*;*;*;*;0;0;*
10;Champaign-Urbana, IL;IL;69549;70620;74899;74656;73943;73718;73771;73970;73979;75427;75696
11;Champaign-Urbana, IL;IL;0;0;0;0;428;463;0;0;0;0;514
323115;Champaign-Urbana, IL;IL;0;0;0;0;0;0;0;0;0;0;*
33411;Champaign-Urbana, IL;IL;0;0;0;0;0;0;0;15;13;36;*
423430;Champaign-Urbana, IL;IL;17;23;18;18;0;0;0;0;0;0;*
425110;Champaign-Urbana, IL;IL;0;0;0;0;0;0;0;0;0;0;*
443120;Champaign-Urbana, IL;IL;54;52;76;0;0;0;0;0;0;0;*
454111;Champaign-Urbana, IL;IL;0;0;5;0;0;0;6;0;0;0;*
51;Champaign-Urbana, IL;IL;0;2502;2552;0;0;0;0;0;0;0;*
511210;Champaign-Urbana, IL;IL;420;366;0;0;0;0;0;0;0;0;*
518;Champaign-Urbana, IL;IL;0;227;241;0;0;0;0;0;0;0;*
519130;Champaign-Urbana, IL;IL;0;19;14;9;*;*;*;*;*;*;*
52;Champaign-Urbana, IL;IL;2779;2835;2897;2880;2860;2988;2974;2949;3053;3261;*
522320;Champaign-Urbana, IL;IL;0;0;0;0;0;0;0;0;0;0;*
54151;Champaign-Urbana, IL;IL;0;1399;1448;0;0;1053;950;868;955;0;968
611420;Champaign-Urbana, IL;IL;0;0;0;0;0;0;0;0;0;0;*
811212;Champaign-Urbana, IL;IL;8;13;14;0;0;0;0;0;0;0;*
811213;Champaign-Urbana, IL;IL;*;*;0;0;0;0;0;0;0;0;*
10;Chicago-Naperville-Joliet, IL-IN-WI;IL;4053883;4099877;4332198;4364633;4337204;4271038;4227490;4214960;4248669;3878998;4385536
11;Chicago-Naperville-Joliet, IL-IN-WI;IL;4940;4985;5375;5352;5476;5355;5496;5502;5570;0;5783
323115;Chicago-Naperville-Joliet, IL-IN-WI;IL;1404;1250;1318;1261;1157;1364;1319;1234;1347;0;1350
33411;Chicago-Naperville-Joliet, IL-IN-WI;IL;1908;2004;2127;2104;2076;2183;2308;2448;3328;0;4947
334611;Chicago-Naperville-Joliet, IL-IN-WI;IL;365;344;396;0;0;431;0;583;685;0;1143
423430;Chicago-Naperville-Joliet, IL-IN-WI;IL;7616;7840;8503;8688;8937;8520;8682;9677;10861;0;13057
425110;Chicago-Naperville-Joliet, IL-IN-WI;IL;0;1468;0;1283;0;0;0;1825;0;0;2720
443120;Chicago-Naperville-Joliet, IL-IN-WI;IL;7642;7570;8529;8047;7979;7767;7991;9232;9900;0;11219
454111;Chicago-Naperville-Joliet, IL-IN-WI;IL;2342;2271;0;2320;2079;2100;0;0;0;0;*
51;Chicago-Naperville-Joliet, IL-IN-WI;IL;0;0;0;0;0;0;0;0;0;0;*
511210;Chicago-Naperville-Joliet, IL-IN-WI;IL;2606;2845;3550;3359;3281;3254;3371;0;3461;0;4026
518;Chicago-Naperville-Joliet, IL-IN-WI;IL;0;7542;8915;9494;10802;10786;10878;13611;14653;0;17612
519130;Chicago-Naperville-Joliet, IL-IN-WI;IL;2754;2670;2687;2426;*;*;*;*;*;*;*
52;Chicago-Naperville-Joliet, IL-IN-WI;IL;216553;223921;237278;246024;248859;246530;243699;245163;242769;244109;*
522320;Chicago-Naperville-Joliet, IL-IN-WI;IL;2065;1839;1979;2107;1935;1850;1749;1592;0;0;2075
54151;Chicago-Naperville-Joliet, IL-IN-WI;IL;44115;43331;45368;43293;41389;0;36596;31628;33915;0;45004
611420;Chicago-Naperville-Joliet, IL-IN-WI;IL;608;507;493;487;516;506;472;526;576;0;927
811212;Chicago-Naperville-Joliet, IL-IN-WI;IL;982;1005;1096;1032;898;888;859;911;873;0;1265
811213;Chicago-Naperville-Joliet, IL-IN-WI;IL;112;147;150;178;0;301;310;346;360;0;353
10;Danville, IL;IL;23449;23904;25369;25864;26110;26492;26285;26477;26247;26827;27832
11;Danville, IL;IL;0;0;0;0;0;0;0;0;0;0;*
423430;Danville, IL;IL;0;0;0;0;0;0;0;0;0;0;*
425110;Danville, IL;IL;*;*;*;0;0;0;0;0;0;14;*
443120;Danville, IL;IL;0;0;0;0;0;0;0;0;0;0;*
454111;Danville, IL;IL;0;0;0;0;0;*;*;*;*;*;*
51;Danville, IL;IL;291;331;370;375;415;449;484;557;577;607;583
52;Danville, IL;IL;1099;1243;1321;1301;1331;1321;1489;1523;1452;1523;1622
54151;Danville, IL;IL;17;13;15;9;11;13;12;11;13;18;*
811212;Danville, IL;IL;*;*;*;*;0;0;*;0;0;0;*
811213;Danville, IL;IL;*;*;*;*;*;*;*;*;0;0;*
10;Decatur, IL;IL;44495;45186;47365;47652;47256;46962;46752;46008;46287;48451;51610
11;Decatur, IL;IL;106;67;0;0;0;0;0;49;54;56;*
423430;Decatur, IL;IL;0;0;0;0;0;0;0;0;0;0;*
425110;Decatur, IL;IL;0;0;0;*;*;*;*;0;0;0;*
443120;Decatur, IL;IL;0;0;0;0;0;0;34;0;0;0;*
454111;Decatur, IL;IL;0;0;0;0;0;0;*;*;*;*;*
51;Decatur, IL;IL;710;756;794;799;853;841;838;847;853;860;890
511210;Decatur, IL;IL;*;*;*;0;0;0;*;*;*;*;*
518;Decatur, IL;IL;0;0;0;0;0;88;83;80;0;0;*
519130;Decatur, IL;IL;0;0;0;0;*;*;*;*;*;*;*
52;Decatur, IL;IL;1459;1401;1427;1438;1506;1689;1741;1714;1658;1489;1504
522320;Decatur, IL;IL;0;0;0;*;*;*;*;*;*;*;*
54151;Decatur, IL;IL;17;22;63;74;33;16;17;38;33;28;24
611420;Decatur, IL;IL;0;0;0;0;0;0;0;*;*;*;*
811212;Decatur, IL;IL;0;0;0;0;0;0;0;0;0;0;*
10;Kankakee-Bradley, IL;IL;35224;35680;36919;37108;36417;35132;35201;35171;35689;36289;36811
11;Kankakee-Bradley, IL;IL;0;0;0;0;0;810;966;921;937;928;*
323115;Kankakee-Bradley, IL;IL;*;*;*;*;*;*;*;0;0;0;*
423430;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;0;0;0;*
425110;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;*;0;0;*
443120;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;0;0;29;*
454111;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;*;*;*;*
51;Kankakee-Bradley, IL;IL;510;556;588;563;553;586;595;575;596;592;600
511210;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;0;0;0;*
518;Kankakee-Bradley, IL;IL;*;*;*;*;*;*;0;0;*;*;*
52;Kankakee-Bradley, IL;IL;1435;1446;1507;1463;1526;1533;1637;1655;1652;1561;1457
522320;Kankakee-Bradley, IL;IL;0;0;0;0;0;0;0;*;*;*;*
54151;Kankakee-Bradley, IL;IL;33;56;53;55;54;13;18;18;15;17;*
611420;Kankakee-Bradley, IL;IL;*;*;*;*;*;*;*;*;0;0;*
811212;Kankakee-Bradley, IL;IL;0;0;0;0;0;*;*;*;*;*;*
811213;Kankakee-Bradley, IL;IL;*;*;0;0;0;*;*;*;*;*;*
10;Peoria, IL;IL;153518;154182;165422;164035;161644;156563;152962;150088;151166;155909;157540
11;Peoria, IL;IL;733;749;773;789;827;777;790;840;889;0;782
323115;Peoria, IL;IL;0;0;0;0;0;0;0;0;0;0;*
33411;Peoria, IL;IL;0;0;0;0;0;0;0;0;0;0;*
334611;Peoria, IL;IL;0;0;0;0;0;0;0;0;0;0;*
423430;Peoria, IL;IL;0;53;53;0;112;110;0;0;131;152;*
425110;Peoria, IL;IL;0;0;0;0;0;13;10;0;96;0;91
443120;Peoria, IL;IL;0;0;0;0;0;0;56;83;0;0;*
454111;Peoria, IL;IL;0;0;24;0;0;0;*;0;0;0;*
51;Peoria, IL;IL;2375;2331;2514;0;2946;2911;0;3019;3062;0;3048
511210;Peoria, IL;IL;5;4;4;0;0;0;0;0;0;0;*
518;Peoria, IL;IL;46;49;55;45;104;64;55;59;59;0;*
519130;Peoria, IL;IL;0;0;0;6;*;*;*;*;*;*;*
52;Peoria, IL;IL;5708;0;0;0;0;0;0;0;0;0;6574
522320;Peoria, IL;IL;0;0;0;0;0;*;*;*;*;*;*
54151;Peoria, IL;IL;588;517;576;0;0;501;470;489;480;0;630
611420;Peoria, IL;IL;*;*;0;0;0;0;0;0;0;0;*
811212;Peoria, IL;IL;19;21;0;0;0;0;0;0;0;0;*
811213;Peoria, IL;IL;0;0;*;*;*;*;*;*;0;0;*
10;Rockford, IL;IL;120837;121771;135838;139221;136865;134716;134714;134294;136024;138816;143987
11;Rockford, IL;IL;246;281;295;0;0;0;0;0;0;0;*
323115;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;0;*
33411;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;*;*
334611;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;0;*
423430;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;0;*
425110;Rockford, IL;IL;0;0;0;0;51;45;43;44;58;56;58
443120;Rockford, IL;IL;0;0;0;0;0;0;0;0;99;0;*
454111;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;0;*
51;Rockford, IL;IL;1742;1886;2168;2181;2119;2040;2161;2053;2140;2253;2252
511210;Rockford, IL;IL;12;6;0;0;0;0;0;0;0;0;*
518;Rockford, IL;IL;0;0;0;0;193;0;0;159;230;229;202
519130;Rockford, IL;IL;0;0;0;0;*;*;*;*;*;*;*
52;Rockford, IL;IL;4596;4740;5143;5255;5298;5436;5808;5706;5768;5671;5618
522320;Rockford, IL;IL;0;0;0;0;0;12;12;12;13;11;*
54151;Rockford, IL;IL;210;194;221;215;211;0;0;185;193;0;*
611420;Rockford, IL;IL;0;0;*;*;*;0;0;0;0;0;*
811212;Rockford, IL;IL;0;0;0;0;0;0;0;0;0;0;*
811213;Rockford, IL;IL;*;0;*;*;*;*;*;*;*;*;*
10;Springfield, IL;IL;128823;128735;131501;131984;132350;132983;132262;137958;145479;147303;146633
11;Springfield, IL;IL;0;353;354;387;0;0;0;0;0;0;393
323115;Springfield, IL;IL;0;0;0;0;0;0;*;*;*;*;*
33411;Springfield, IL;IL;*;0;0;0;0;0;0;0;0;0;*
334611;Springfield, IL;IL;0;0;0;0;0;0;0;0;0;0;*
423430;Springfield, IL;IL;10;4;0;3;0;0;0;9;0;38;*
425110;Springfield, IL;IL;*;*;*;*;*;*;*;*;0;0;*
443120;Springfield, IL;IL;42;49;80;124;136;140;143;154;187;0;249
454111;Springfield, IL;IL;0;0;0;0;0;0;0;0;0;0;*
51;Springfield, IL;IL;0;2252;2478;2595;2777;2853;2994;0;3237;3183;*
511210;Springfield, IL;IL;0;0;0;0;0;0;0;0;0;0;*
518;Springfield, IL;IL;90;87;107;103;310;338;353;365;365;360;349
519130;Springfield, IL;IL;0;3;3;0;*;*;*;*;*;*;*
52;Springfield, IL;IL;6103;6200;6233;6266;6345;6220;6090;6070;6818;6445;6425
522320;Springfield, IL;IL;0;0;0;0;0;0;0;0;0;0;*
54151;Springfield, IL;IL;0;0;0;0;0;964;1007;1053;1049;1207;*
611420;Springfield, IL;IL;0;0;0;0;0;0;0;0;0;0;*
811212;Springfield, IL;IL;19;17;22;24;22;17;14;15;11;10;*
811213;Springfield, IL;IL;*;*;*;*;0;0;0;0;0;0;*
10;Anderson, IN;IN;38587;38854;39532;39351;41226;42405;42891;43358;44227;45174;45928
11;Anderson, IN;IN;0;0;0;0;0;0;0;0;0;0;*
323115;Anderson, IN;IN;0;*;*;*;*;*;*;*;*;*;*
423430;Anderson, IN;IN;7;0;0;0;3;0;0;0;0;0;*
425110;Anderson, IN;IN;0;0;0;0;0;0;0;0;0;0;*
443120;Anderson, IN;IN;0;14;22;22;24;19;19;14;15;15;*
454111;Anderson, IN;IN;0;0;0;*;*;*;*;*;0;0;*
51;Anderson, IN;IN;608;550;552;577;569;565;586;557;609;601;699
511210;Anderson, IN;IN;0;0;0;0;0;0;0;0;0;0;*
518;Anderson, IN;IN;0;0;0;0;0;0;0;19;21;0;*
519130;Anderson, IN;IN;0;0;0;0;*;*;*;*;*;*;*
52;Anderson, IN;IN;1057;1068;1025;1117;1241;1331;1366;1374;1341;1358;1465
522320;Anderson, IN;IN;0;0;0;0;0;0;0;0;0;0;*
54151;Anderson, IN;IN;48;47;40;47;58;55;63;92;105;126;128
611420;Anderson, IN;IN;*;*;*;*;*;*;*;0;0;0;*
811212;Anderson, IN;IN;0;0;0;*;*;*;*;*;*;0;*
10;Bloomington, IN;IN;53915;55300;56189;56207;55200;54932;54641;53494;52948;53298;54279
11;Bloomington, IN;IN;0;246;265;281;0;0;0;0;0;0;238
423430;Bloomington, IN;IN;0;5;13;12;0;0;0;12;27;101;152
425110;Bloomington, IN;IN;*;*;*;0;0;0;0;0;0;0;*
443120;Bloomington, IN;IN;0;0;0;0;0;0;0;0;0;0;*
454111;Bloomington, IN;IN;0;0;0;17;9;12;0;0;*;0;*
51;Bloomington, IN;IN;0;0;0;0;0;0;0;0;1263;1362;1445
511210;Bloomington, IN;IN;0;22;0;0;20;23;12;18;11;14;*
518;Bloomington, IN;IN;26;28;30;0;0;0;76;0;0;0;*
519130;Bloomington, IN;IN;*;*;*;0;*;*;*;*;*;*;*
52;Bloomington, IN;IN;1637;1727;1726;1664;1634;1655;1652;1616;1549;1515;1531
522320;Bloomington, IN;IN;0;0;0;0;0;0;0;0;0;0;*
54151;Bloomington, IN;IN;0;0;0;177;169;523;0;368;273;0;246
611420;Bloomington, IN;IN;0;0;0;0;0;0;0;*;0;0;*
811212;Bloomington, IN;IN;14;18;10;23;21;15;0;0;0;0;*
811213;Bloomington, IN;IN;0;0;0;0;0;0;0;0;0;0;*
10;Columbus, IN;IN;40906;40850;44459;43735;42598;41547;40331;39265;40323;41114;42999
11;Columbus, IN;IN;74;67;75;75;84;81;78;81;84;78;*
323115;Columbus, IN;IN;0;0;0;*;*;*;*;*;*;*;*
423430;Columbus, IN;IN;0;0;0;0;0;0;0;*;0;0;*
425110;Columbus, IN;IN;0;0;0;0;0;0;0;0;0;0;*
443120;Columbus, IN;IN;0;0;0;0;30;0;0;0;0;0;*
454111;Columbus, IN;IN;0;0;0;0;0;*;*;*;*;*;*
51;Columbus, IN;IN;422;449;426;436;430;445;450;456;472;479;456
511210;Columbus, IN;IN;0;0;0;0;*;*;*;*;0;0;*
518;Columbus, IN;IN;*;*;*;*;*;*;*;0;0;8;*
52;Columbus, IN;IN;988;1065;1176;1208;1233;1234;1229;1210;1148;1142;1143
522320;Columbus, IN;IN;0;0;0;0;*;*;*;*;*;*;*
54151;Columbus, IN;IN;289;264;344;295;240;219;194;166;186;184;190
611420;Columbus, IN;IN;*;*;*;*;*;*;*;*;*;0;*
811212;Columbus, IN;IN;0;0;0;*;*;0;0;0;0;0;*
10;Elkhart-Goshen, IN;IN;100139;94133;114313;124721;127145;125163;122986;115906;113533;113524;123117
11;Elkhart-Goshen, IN;IN;176;0;158;164;181;185;182;0;0;0;*
323115;Elkhart-Goshen, IN;IN;0;0;0;0;0;*;*;*;*;*;*
423430;Elkhart-Goshen, IN;IN;9;9;9;8;0;0;0;0;17;0;*
425110;Elkhart-Goshen, IN;IN;0;8;0;0;0;0;0;0;0;0;*
443120;Elkhart-Goshen, IN;IN;75;0;0;0;0;0;0;0;0;0;*
454111;Elkhart-Goshen, IN;IN;18;12;0;0;0;0;0;0;0;*;*
51;Elkhart-Goshen, IN;IN;613;649;717;778;805;833;870;884;913;955;920
511210;Elkhart-Goshen, IN;IN;20;16;0;0;0;0;0;0;0;0;*
518;Elkhart-Goshen, IN;IN;0;0;0;0;0;0;0;0;0;0;*
519130;Elkhart-Goshen, IN;IN;0;0;0;0;*;*;*;*;*;*;*
52;Elkhart-Goshen, IN;IN;2069;2012;2090;2123;2092;2027;2048;2004;1882;1861;1912
522320;Elkhart-Goshen, IN;IN;0;0;0;0;0;0;0;0;0;0;*
54151;Elkhart-Goshen, IN;IN;126;104;99;73;48;36;41;43;43;49;*
611420;Elkhart-Goshen, IN;IN;*;*;*;*;*;*;0;0;0;0;*
811212;Elkhart-Goshen, IN;IN;17;16;16;13;0;0;0;0;0;0;*
811213;Elkhart-Goshen, IN;IN;0;0;0;0;0;0;0;0;0;0;*
10;Evansville, IN-KY;IN;164954;163026;169197;169832;170865;170899;169618;170654;169743;169428;170529
11;Evansville, IN-KY;IN;537;485;456;410;384;402;359;387;326;320;318
323115;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
423430;Evansville, IN-KY;IN;0;0;62;64;0;85;0;0;0;0;*
425110;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
443120;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
454111;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
51;Evansville, IN-KY;IN;2344;2397;0;0;0;2790;2852;3004;3036;3052;*
511210;Evansville, IN-KY;IN;*;0;0;*;*;*;0;0;0;0;*
518;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;140;*
519130;Evansville, IN-KY;IN;0;0;0;0;*;*;*;*;*;*;*
52;Evansville, IN-KY;IN;3745;3864;3893;3930;4026;4063;4145;4580;4429;5550;5500
522320;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
54151;Evansville, IN-KY;IN;0;668;685;654;615;605;586;511;522;0;580
611420;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
811212;Evansville, IN-KY;IN;0;0;0;0;0;0;0;20;0;0;*
811213;Evansville, IN-KY;IN;0;0;0;0;0;0;0;0;0;0;*
10;Fort Wayne, IN;IN;190461;191280;203648;206129;205504;202092;200165;199415;203304;205955;211836
11;Fort Wayne, IN;IN;0;0;0;0;0;0;0;375;354;0;362
323115;Fort Wayne, IN;IN;0;0;0;0;0;0;0;0;0;0;*
33411;Fort Wayne, IN;IN;*;*;*;*;*;*;*;*;0;0;*
334611;Fort Wayne, IN;IN;*;*;*;*;*;*;*;*;0;0;*
423430;Fort Wayne, IN;IN;0;0;0;0;0;315;0;0;402;0;*
425110;Fort Wayne, IN;IN;18;16;29;25;83;63;0;0;0;0;73
443120;Fort Wayne, IN;IN;0;0;0;0;0;0;0;0;0;0;*
454111;Fort Wayne, IN;IN;0;0;0;0;20;0;0;0;0;0;*
51;Fort Wayne, IN;IN;3044;3272;0;3656;3468;3487;3449;3605;4022;4442;4611
511210;Fort Wayne, IN;IN;0;0;0;0;0;0;0;0;0;0;*
518;Fort Wayne, IN;IN;156;0;0;0;239;265;273;324;366;526;425
519130;Fort Wayne, IN;IN;0;0;0;0;*;*;*;*;*;*;*
52;Fort Wayne, IN;IN;8253;8518;8873;8773;8836;9031;10004;10665;10854;11374;11230
522320;Fort Wayne, IN;IN;0;0;0;0;0;0;0;0;0;0;*
54151;Fort Wayne, IN;IN;819;967;0;0;0;0;611;576;559;569;*
611420;Fort Wayne, IN;IN;0;0;0;0;0;0;0;0;0;33;*
811212;Fort Wayne, IN;IN;0;0;0;0;40;0;31;28;0;0;*
811213;Fort Wayne, IN;IN;0;15;16;16;23;21;0;0;0;0;*
10;Indianapolis, IN;IN;827177;827148;866486;864108;851159;840378;827237;812708;810353;818426;828691
11;Indianapolis, IN;IN;1786;1706;1712;1842;1839;1804;1795;1766;1814;0;1902
323115;Indianapolis, IN;IN;0;0;0;0;478;386;354;331;322;0;327
33411;Indianapolis, IN;IN;0;0;0;653;0;0;0;199;0;0;*
334611;Indianapolis, IN;IN;0;0;0;0;0;0;*;*;*;0;*
423430;Indianapolis, IN;IN;1418;1457;1793;1837;2004;1782;1741;1729;1951;0;2439
425110;Indianapolis, IN;IN;84;0;0;0;113;101;124;0;224;0;*
443120;Indianapolis, IN;IN;304;0;0;0;0;820;1022;1267;1126;0;*
454111;Indianapolis, IN;IN;1140;0;0;0;0;129;0;0;0;0;*
51;Indianapolis, IN;IN;14506;15169;16088;16002;15541;15953;16115;15444;15592;16636;16898
511210;Indianapolis, IN;IN;1157;1202;1328;1120;1015;959;881;840;0;875;722
518;Indianapolis, IN;IN;909;853;924;949;1073;1063;1154;1081;997;0;1481
519130;Indianapolis, IN;IN;175;172;215;157;*;*;*;*;*;*;*
52;Indianapolis, IN;IN;40220;40725;42622;43962;43828;43837;44687;45692;44928;45793;46816
522320;Indianapolis, IN;IN;87;79;45;53;54;0;0;0;0;0;771
54151;Indianapolis, IN;IN;9241;8566;8426;8044;7189;6788;6547;0;6579;0;7231
611420;Indianapolis, IN;IN;0;66;76;0;0;0;0;0;0;0;*
811212;Indianapolis, IN;IN;559;518;478;468;454;438;0;297;271;0;465
811213;Indianapolis, IN;IN;0;0;0;87;87;84;80;87;95;0;68
10;Kokomo, IN;IN;38536;37146;42381;44479;45375;45930;46452;46906;48366;49113;50157
11;Kokomo, IN;IN;0;0;0;0;0;0;0;0;0;0;*
423430;Kokomo, IN;IN;0;0;0;0;0;0;0;0;0;0;*
425110;Kokomo, IN;IN;0;0;0;*;*;0;0;0;0;0;*
443120;Kokomo, IN;IN;0;0;0;0;30;0;0;0;0;24;*
454111;Kokomo, IN;IN;0;0;0;0;0;0;0;*;*;*;*
51;Kokomo, IN;IN;283;291;300;332;336;329;343;365;402;474;*
518;Kokomo, IN;IN;0;0;0;0;0;0;0;*;*;*;*
52;Kokomo, IN;IN;956;991;1005;1022;982;1060;1101;1079;1027;999;*
522320;Kokomo, IN;IN;*;*;*;*;0;0;*;*;*;*;*
54151;Kokomo, IN;IN;0;0;0;0;0;0;0;0;0;0;*
611420;Kokomo, IN;IN;*;*;*;0;*;*;*;*;*;*;*
811212;Kokomo, IN;IN;0;0;0;0;0;0;0;0;*;*;*
811213;Kokomo, IN;IN;0;0;0;0;0;0;0;0;0;0;*
10;Lafayette, IN;IN;79870;79902;83917;84083;83465;82612;81179;80094;82542;83248;85933
11;Lafayette, IN;IN;477;465;510;613;0;0;0;0;635;0;*
33411;Lafayette, IN;IN;*;*;*;*;0;0;0;0;0;0;*
423430;Lafayette, IN;IN;57;73;94;89;90;87;78;73;0;53;*
425110;Lafayette, IN;IN;0;0;0;0;0;0;0;0;0;0;*
443120;Lafayette, IN;IN;0;0;0;0;0;0;0;0;0;0;*
454111;Lafayette, IN;IN;0;0;0;0;0;0;27;0;*;*;*
51;Lafayette, IN;IN;0;0;0;1123;0;0;982;0;1084;1073;*
511210;Lafayette, IN;IN;4;5;4;0;9;15;19;35;68;56;*
518;Lafayette, IN;IN;0;4;0;3;15;9;0;0;0;0;*
52;Lafayette, IN;IN;0;2428;2464;2473;2531;2597;0;0;0;0;*
54151;Lafayette, IN;IN;273;273;247;185;139;117;83;92;107;0;131
611420;Lafayette, IN;IN;0;0;*;*;*;*;*;*;*;*;*
811212;Lafayette, IN;IN;52;46;0;0;0;0;0;0;24;0;*
811213;Lafayette, IN;IN;0;0;0;0;0;0;0;0;0;0;*
10;Michigan City-La Porte, IN;IN;40675;41804;44315;44821;44894;45085;44667;45421;46312;46868;47385
11;Michigan City-La Porte, IN;IN;268;244;234;215;224;238;0;0;236;248;*
423430;Michigan City-La Porte, IN;IN;0;0;0;0;0;0;0;0;17;0;*
425110;Michigan City-La Porte, IN;IN;*;0;0;0;0;0;*;*;*;0;*
443120;Michigan City-La Porte, IN;IN;0;57;63;65;67;64;58;51;48;47;*
454111;Michigan City-La Porte, IN;IN;0;0;0;0;0;0;0;0;0;0;*
51;Michigan City-La Porte, IN;IN;420;436;557;597;655;668;675;690;723;724;744
511210;Michigan City-La Porte, IN;IN;*;*;*;*;0;0;0;*;*;*;*
518;Michigan City-La Porte, IN;IN;0;0;0;0;0;23;0;0;0;0;*
52;Michigan City-La Porte, IN;IN;812;849;864;894;917;924;882;875;867;869;867
54151;Michigan City-La Porte, IN;IN;29;26;51;71;53;36;34;30;40;43;44
811212;Michigan City-La Porte, IN;IN;0;0;0;0;0;0;*;0;0;0;*
10;Muncie, IN;IN;35328;36047;38302;39649;48517;47544;48610;50364;51574;44938;54160
11;Muncie, IN;IN;0;0;0;0;0;0;0;0;0;0;*
423430;Muncie, IN;IN;*;*;0;0;0;0;0;0;0;0;*
425110;Muncie, IN;IN;0;0;0;0;0;0;0;0;0;0;*
443120;Muncie, IN;IN;0;*;0;0;0;0;0;0;0;0;*
454111;Muncie, IN;IN;0;0;0;0;0;0;*;*;*;*;*
51;Muncie, IN;IN;339;372;408;453;456;432;433;467;496;522;597
511210;Muncie, IN;IN;0;0;0;*;*;0;0;0;0;0;*
518;Muncie, IN;IN;*;*;*;*;0;0;0;58;65;0;*
52;Muncie, IN;IN;2029;1997;2110;1654;1420;1379;1442;1512;1494;1471;1418
522320;Muncie, IN;IN;0;0;0;0;*;*;*;*;0;0;*
54151;Muncie, IN;IN;562;603;697;695;734;619;552;508;502;460;408
611420;Muncie, IN;IN;*;0;0;*;*;*;*;*;0;0;*
811212;Muncie, IN;IN;*;*;*;*;*;*;*;*;0;0;*
811213;Muncie, IN;IN;0;0;0;0;0;0;*;*;*;*;*
10;South Bend-Mishawaka, IN-MI;IN;122132;122599;131235;133472;133640;135099;119040;117583;118091;120463;125771
11;South Bend-Mishawaka, IN-MI;IN;311;304;299;317;331;0;0;0;0;0;280
323115;South Bend-Mishawaka, IN-MI;IN;38;41;33;0;0;0;0;0;0;0;*
334611;South Bend-Mishawaka, IN-MI;IN;*;*;*;*;*;*;*;0;0;0;*
423430;South Bend-Mishawaka, IN-MI;IN;273;305;354;398;417;373;294;0;0;0;*
425110;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;0;0;0;0;*
443120;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;0;0;0;0;*
454111;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;0;0;0;0;34
51;South Bend-Mishawaka, IN-MI;IN;1668;0;2010;2107;2138;2201;2313;2063;2146;2308;2418
511210;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;14;14;14;0;*
518;South Bend-Mishawaka, IN-MI;IN;0;172;192;229;234;220;246;0;0;0;*
519130;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;*;*;*;*;*;*;*
52;South Bend-Mishawaka, IN-MI;IN;4141;4283;4628;4744;4879;4722;4750;4857;4886;5118;5383
522320;South Bend-Mishawaka, IN-MI;IN;*;*;*;0;0;0;*;*;*;0;*
54151;South Bend-Mishawaka, IN-MI;IN;0;453;0;0;0;0;0;597;516;586;*
611420;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;0;0;0;0;*
811212;South Bend-Mishawaka, IN-MI;IN;36;42;53;44;31;29;25;37;36;32;12
811213;South Bend-Mishawaka, IN-MI;IN;0;0;0;0;0;0;0;0;0;0;*
10;Terre Haute, IN;IN;66605;66481;68430;69518;69380;69093;69496;69138;68267;68749;71101
11;Terre Haute, IN;IN;256;264;0;285;257;291;262;239;226;0;233
323115;Terre Haute, IN;IN;0;0;0;0;0;0;0;0;*;*;*
