NAICs;METRO;STATE;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
54151;Dover, DE;DE;65880;68448;65830;56392;47984;51352;51877;50528;49038;41222;46711
611420;Dover, DE;DE;0;0;0;0;0;0;*;*;*;*;*
811212;Dover, DE;DE;40994;42898;39336;40135;28579;0;43329;45468;38758;44916;*
811213;Dover, DE;DE;0;0;0;0;0;0;0;0;0;0;*
10;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;159382;154059;150629;145148;138646;133191;126853;119589;114104;109951;104664
11;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;28222;27834;30308;30101;30700;28380;27623;26261;0;0;23976
323115;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;55168;51651;57682;62927;61707;0;0;0;0;0;*
33411;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;99312;0;73929;67614;0;64822
334611;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;0;0;0;0;0;*
423430;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;155501;142913;137930;141933;126564;115529;113188;107392;102381;0;110916
425110;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;0;0;0;0;0;*
443120;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;85393;84774;79498;81112;0;78540;75498;71697;68226;0;58661
454111;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;51988;48698;45392;50307;49551;47368;0;0;0;*
51;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;98419;0;0;0;0;0;0;0;0;0;*
511210;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;126424;121391;124895;124206;119428;110240;0;97476;95657;0;99165
518;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;91943;88287;86048;81517;102010;96496;91567;84717;86153;0;111835
519130;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;114585;99677;102679;106923;*;*;*;*;*;*;*
52;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;84510;0;77501;70623;0;62961
522320;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;0;0;66072;66120;0;53478
54151;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;106212;102499;100484;97603;92421;88048;0;0;0;0;72922
611420;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;0;0;0;0;59215;56993;0;0;0;*
811212;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;0;87621;87043;77647;72764;67498;55752;52999;49279;0;47395
811213;Washington-Arlington-Alexandria, DC-VA-MD-WV;DC;91754;91162;91890;85861;81792;0;0;0;0;0;*
10;Cape Coral-Fort Myers, FL;FL;178164;183392;183424;179530;172994;166329;159923;146463;145554;138562;132002
11;Cape Coral-Fort Myers, FL;FL;23507;21084;26642;22665;23368;25236;23598;24150;20201;18668;18550
323115;Cape Coral-Fort Myers, FL;FL;87445;79860;76073;33201;31379;28794;27604;0;0;0;*
33411;Cape Coral-Fort Myers, FL;FL;0;0;*;0;0;0;*;*;0;0;*
334611;Cape Coral-Fort Myers, FL;FL;0;0;0;0;*;*;*;*;*;*;*
423430;Cape Coral-Fort Myers, FL;FL;95668;76593;131267;113676;103252;86596;69354;59283;75436;75946;57125
425110;Cape Coral-Fort Myers, FL;FL;43814;43384;44082;45942;45307;47320;47796;47208;36608;35252;34487
443120;Cape Coral-Fort Myers, FL;FL;0;0;0;0;0;0;0;0;0;0;*
454111;Cape Coral-Fort Myers, FL;FL;33496;30156;30379;31734;0;27485;24994;19977;27942;27617;24454
51;Cape Coral-Fort Myers, FL;FL;51138;47257;46457;46909;46193;45324;45921;39379;37835;36081;38861
511210;Cape Coral-Fort Myers, FL;FL;56896;49910;55127;59760;0;0;0;0;0;0;*
518;Cape Coral-Fort Myers, FL;FL;65042;54985;52086;57096;75865;61600;74752;50490;45724;43603;48214
519130;Cape Coral-Fort Myers, FL;FL;70395;70691;72049;107252;*;*;*;*;*;*;*
52;Cape Coral-Fort Myers, FL;FL;54214;54935;54899;54493;53722;53736;50846;48817;45709;44398;45494
522320;Cape Coral-Fort Myers, FL;FL;54374;53936;59943;52973;24358;24882;17618;42764;0;0;*
54151;Cape Coral-Fort Myers, FL;FL;65256;56998;58855;56421;56809;55406;50506;49565;40541;40446;42496
611420;Cape Coral-Fort Myers, FL;FL;0;0;0;0;0;0;0;22680;0;18592;*
811212;Cape Coral-Fort Myers, FL;FL;23655;24507;24541;24165;33779;36942;34847;26950;30374;20362;17885
811213;Cape Coral-Fort Myers, FL;FL;0;0;0;0;0;0;0;0;0;28681;*
10;Deltona-Daytona Beach-Ormond Beach, FL;FL;170665;175764;174664;169118;162257;157560;157174;147099;142436;136601;129337
11;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;15653;16703;17014;17258;0;0;0;0;0;*
323115;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;41520;42876;0;0;*;0;0;*;0;*
33411;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;0;0;0;0;0;*;*;*;0;*
334611;Deltona-Daytona Beach-Ormond Beach, FL;FL;*;*;*;*;*;*;*;*;*;0;*
423430;Deltona-Daytona Beach-Ormond Beach, FL;FL;40023;39543;37546;38758;28502;28517;34589;38168;34727;33397;32292
425110;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;30916;0;35324;0;34186;28677;28923;27659;30525;42283
443120;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;0;0;0;0;0;0;0;0;0;*
454111;Deltona-Daytona Beach-Ormond Beach, FL;FL;32715;33762;33188;26337;26745;28425;49949;46625;30237;0;50027
51;Deltona-Daytona Beach-Ormond Beach, FL;FL;42884;42998;42411;39177;39988;40750;39289;34392;34142;33176;29179
511210;Deltona-Daytona Beach-Ormond Beach, FL;FL;66625;55020;50069;45913;59746;51459;0;0;0;0;*
518;Deltona-Daytona Beach-Ormond Beach, FL;FL;50498;47748;48210;38396;39927;37013;37957;38330;37388;29680;25501
519130;Deltona-Daytona Beach-Ormond Beach, FL;FL;25630;57726;0;41153;*;*;*;*;*;*;*
52;Deltona-Daytona Beach-Ormond Beach, FL;FL;44500;44528;44225;44809;43888;42260;40874;39733;35990;34124;34484
522320;Deltona-Daytona Beach-Ormond Beach, FL;FL;30117;31935;41576;32692;33634;30942;0;0;0;0;*
54151;Deltona-Daytona Beach-Ormond Beach, FL;FL;55250;54322;52729;52202;49645;46389;41587;42646;55498;47481;51157
611420;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;0;0;0;54964;45985;24472;0;0;0;*
811212;Deltona-Daytona Beach-Ormond Beach, FL;FL;25492;24543;21332;24255;0;0;23553;27168;26623;0;53150
811213;Deltona-Daytona Beach-Ormond Beach, FL;FL;0;0;0;0;0;0;0;0;0;0;*
10;Fort Walton Beach-Crestview-Destin, FL;FL;175003;172253;167292;164824;157057;151235;144889;137894;131856;124727;120462
11;Fort Walton Beach-Crestview-Destin, FL;FL;0;29492;30906;28867;0;24091;0;0;0;0;*
33411;Fort Walton Beach-Crestview-Destin, FL;FL;0;0;0;0;0;0;0;0;0;0;*
423430;Fort Walton Beach-Crestview-Destin, FL;FL;83612;90847;91482;127322;100400;95874;73193;74135;0;0;*
425110;Fort Walton Beach-Crestview-Destin, FL;FL;0;0;0;0;0;29234;0;0;0;0;*
443120;Fort Walton Beach-Crestview-Destin, FL;FL;25809;30138;16431;16571;17057;0;0;0;0;0;*
454111;Fort Walton Beach-Crestview-Destin, FL;FL;0;25842;35311;0;0;0;0;0;0;0;*
51;Fort Walton Beach-Crestview-Destin, FL;FL;58817;60514;56830;55435;52765;51695;47094;48462;44730;40227;36213
511210;Fort Walton Beach-Crestview-Destin, FL;FL;0;0;0;84659;75723;0;0;0;0;0;*
518;Fort Walton Beach-Crestview-Destin, FL;FL;77664;80625;78195;65080;60645;58875;60726;59062;55828;51446;48817
519130;Fort Walton Beach-Crestview-Destin, FL;FL;0;0;0;*;*;*;*;*;*;*;*
52;Fort Walton Beach-Crestview-Destin, FL;FL;46292;45537;46180;48750;49407;43961;39472;38448;35639;34490;32217
522320;Fort Walton Beach-Crestview-Destin, FL;FL;45626;45097;44204;0;0;0;0;0;40827;35172;*
54151;Fort Walton Beach-Crestview-Destin, FL;FL;85202;89996;75107;70965;68036;69464;63092;65856;60332;56949;55340
611420;Fort Walton Beach-Crestview-Destin, FL;FL;0;0;0;0;0;0;0;0;0;0;*
811212;Fort Walton Beach-Crestview-Destin, FL;FL;0;12904;0;0;32471;0;*;*;0;0;*
811213;Fort Walton Beach-Crestview-Destin, FL;FL;68379;0;0;0;0;0;0;0;0;0;*
10;Gainesville, FL;FL;192781;193451;187728;181736;171616;162760;153526;142718;133901;131225;122119
11;Gainesville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
323115;Gainesville, FL;FL;0;0;0;0;*;*;0;0;*;*;*
33411;Gainesville, FL;FL;*;*;*;*;0;0;0;0;*;*;*
334611;Gainesville, FL;FL;0;0;0;0;0;0;0;0;*;0;*
423430;Gainesville, FL;FL;67025;71110;69035;49040;0;55930;54646;59474;51291;33381;*
425110;Gainesville, FL;FL;0;0;0;0;0;0;0;45067;41651;38891;*
443120;Gainesville, FL;FL;0;0;0;39221;0;0;0;0;0;0;*
454111;Gainesville, FL;FL;0;0;29114;31704;0;40331;38358;0;0;0;*
51;Gainesville, FL;FL;48021;0;45746;44827;44550;41786;40491;35748;37895;36261;*
511210;Gainesville, FL;FL;74762;70429;69901;76818;79150;79938;73076;64734;59479;58418;55403
518;Gainesville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
519130;Gainesville, FL;FL;0;33531;0;40890;*;*;*;*;*;*;*
52;Gainesville, FL;FL;50279;49974;48600;47765;45860;43822;44117;41394;39310;37992;*
522320;Gainesville, FL;FL;0;46373;0;0;0;0;*;*;*;*;*
54151;Gainesville, FL;FL;0;0;0;0;0;0;0;0;0;42204;46135
611420;Gainesville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
811212;Gainesville, FL;FL;20198;17848;20754;20398;21173;19388;30664;31459;0;0;22421
811213;Gainesville, FL;FL;40376;0;27360;21885;20339;19209;0;0;0;0;*
10;Jacksonville, FL;FL;188854;187101;186086;185820;178920;171230;163285;154654;149005;141950;138604
11;Jacksonville, FL;FL;0;0;0;30448;33601;32954;29120;0;0;24055;24082
323115;Jacksonville, FL;FL;25755;26554;31821;36799;33973;31510;0;29789;28283;28346;30802
33411;Jacksonville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
334611;Jacksonville, FL;FL;0;0;0;0;0;0;0;36523;0;0;*
423430;Jacksonville, FL;FL;91256;91244;0;0;0;0;86933;74314;70171;0;59856
425110;Jacksonville, FL;FL;40855;0;0;0;0;72195;66589;0;0;0;*
443120;Jacksonville, FL;FL;56228;53123;46310;49488;42034;35266;0;0;0;0;*
454111;Jacksonville, FL;FL;36317;32611;29626;0;0;0;0;0;0;0;25692
51;Jacksonville, FL;FL;74292;65281;54211;52925;53221;49892;48363;43925;43210;51513;50075
511210;Jacksonville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
518;Jacksonville, FL;FL;158665;0;0;63902;0;48550;0;41361;45284;0;69944
519130;Jacksonville, FL;FL;0;87054;74505;0;*;*;*;*;*;*;*
52;Jacksonville, FL;FL;61044;59845;61498;60478;58372;55902;52598;50727;48414;45624;42386
522320;Jacksonville, FL;FL;42613;29351;48883;0;0;0;0;0;53624;0;*
54151;Jacksonville, FL;FL;0;0;0;0;0;0;0;0;66108;0;*
611420;Jacksonville, FL;FL;55421;76197;72236;69241;60891;53269;0;0;36560;0;39165
811212;Jacksonville, FL;FL;0;0;0;35951;36759;34674;34281;40234;0;0;*
811213;Jacksonville, FL;FL;0;0;46642;48226;45699;0;0;0;0;0;*
10;Lakeland, FL;FL;157062;164152;163254;161252;156194;150018;148418;140471;150026;131434;125091
11;Lakeland, FL;FL;21373;21621;21380;21132;21213;0;0;0;17124;17324;18198
323115;Lakeland, FL;FL;37550;35489;42101;38743;37616;33971;0;0;0;*;*
33411;Lakeland, FL;FL;0;0;0;0;0;0;0;0;0;*;*
334611;Lakeland, FL;FL;*;*;*;0;*;*;*;*;*;*;*
423430;Lakeland, FL;FL;106322;111405;116475;115939;113945;127738;145871;137382;51311;52044;*
425110;Lakeland, FL;FL;59618;41371;40977;51193;56813;57723;50748;42687;37394;35743;34711
443120;Lakeland, FL;FL;0;34250;23651;25057;34126;25153;23079;26996;28617;0;*
454111;Lakeland, FL;FL;45246;48540;51959;50597;0;30560;28822;0;0;0;*
51;Lakeland, FL;FL;44188;45296;45124;44184;42325;42149;40609;40122;39562;35965;38931
511210;Lakeland, FL;FL;58753;56585;66205;0;0;0;0;0;0;0;*
518;Lakeland, FL;FL;54239;0;0;0;0;38385;34244;35499;43857;38735;127474
519130;Lakeland, FL;FL;0;0;0;0;*;*;*;*;*;*;*
52;Lakeland, FL;FL;48670;48890;49239;49669;47277;45825;42884;39939;37724;36460;37108
522320;Lakeland, FL;FL;0;37529;44603;48649;40132;0;0;0;0;0;*
54151;Lakeland, FL;FL;62492;62020;58690;54424;59166;58071;66909;47665;56752;54474;53441
611420;Lakeland, FL;FL;0;0;0;0;0;0;0;0;0;0;*
811212;Lakeland, FL;FL;50149;44142;54996;50829;0;26191;25433;0;0;0;*
811213;Lakeland, FL;FL;0;33076;0;*;0;0;0;0;0;0;*
10;Miami-Fort Lauderdale-Miami Beach, FL;FL;209304;207005;205075;200802;193675;184369;177707;166008;161367;155800;151766
11;Miami-Fort Lauderdale-Miami Beach, FL;FL;24189;25524;24861;24596;24932;23368;22620;20716;20929;20443;*
323115;Miami-Fort Lauderdale-Miami Beach, FL;FL;36980;37242;35078;41527;40225;47520;43048;45780;0;42761;*
33411;Miami-Fort Lauderdale-Miami Beach, FL;FL;88982;0;78307;81290;81407;0;88345;84043;74700;69639;*
334611;Miami-Fort Lauderdale-Miami Beach, FL;FL;87366;89131;0;82657;0;0;0;0;61315;0;57035
423430;Miami-Fort Lauderdale-Miami Beach, FL;FL;118459;110330;105267;107554;105636;87441;87432;88874;82163;81124;80340
425110;Miami-Fort Lauderdale-Miami Beach, FL;FL;56456;59466;65631;55299;50775;47801;52123;52570;51934;49577;51136
443120;Miami-Fort Lauderdale-Miami Beach, FL;FL;62231;59505;58077;60115;58994;57226;58138;50921;53279;63413;54568
454111;Miami-Fort Lauderdale-Miami Beach, FL;FL;0;45833;0;0;0;0;0;0;41802;0;45600
51;Miami-Fort Lauderdale-Miami Beach, FL;FL;67901;63709;64058;62671;60607;57189;54873;50694;49878;50363;50532
511210;Miami-Fort Lauderdale-Miami Beach, FL;FL;142919;108479;103294;106611;120259;94642;95517;90219;92258;108514;132275
518;Miami-Fort Lauderdale-Miami Beach, FL;FL;68775;66790;65693;70804;63555;61677;59854;57732;58011;61299;55898
519130;Miami-Fort Lauderdale-Miami Beach, FL;FL;68592;66263;66374;75716;*;*;*;*;*;*;*
52;Miami-Fort Lauderdale-Miami Beach, FL;FL;77161;72935;74478;74362;70252;66258;63388;60261;57952;56824;56121
522320;Miami-Fort Lauderdale-Miami Beach, FL;FL;76280;78887;69698;69404;68094;60277;61564;46246;42911;51084;54688
54151;Miami-Fort Lauderdale-Miami Beach, FL;FL;68849;68935;70452;66222;64017;56190;54325;54285;53882;56090;60582
611420;Miami-Fort Lauderdale-Miami Beach, FL;FL;39088;41232;0;0;42431;0;0;0;37100;0;38998
811212;Miami-Fort Lauderdale-Miami Beach, FL;FL;37263;39730;35312;37063;37579;33389;33372;31636;38483;38677;35412
811213;Miami-Fort Lauderdale-Miami Beach, FL;FL;47681;47228;42048;38478;47618;43313;42806;38084;36259;34531;32218
10;Naples-Marco Island, FL;FL;176131;177310;177051;176594;170865;165009;157999;148017;142661;137468;131702
11;Naples-Marco Island, FL;FL;19242;18760;19058;19584;19768;17872;17048;15878;14557;14419;14181
323115;Naples-Marco Island, FL;FL;0;0;0;0;0;0;0;0;0;*;*
33411;Naples-Marco Island, FL;FL;0;0;0;*;*;*;*;*;*;*;*
423430;Naples-Marco Island, FL;FL;109521;112302;138812;89474;74452;58949;46416;42739;57723;42618;48689
425110;Naples-Marco Island, FL;FL;114038;88424;0;94038;83466;76194;0;0;0;0;*
443120;Naples-Marco Island, FL;FL;0;0;0;0;0;0;0;0;0;0;*
454111;Naples-Marco Island, FL;FL;0;0;44351;52889;50746;0;0;0;0;0;*
51;Naples-Marco Island, FL;FL;56905;55098;61519;57853;53336;49341;47313;44495;43131;44926;44026
511210;Naples-Marco Island, FL;FL;70802;67934;74558;75381;0;0;0;0;0;0;*
518;Naples-Marco Island, FL;FL;66659;69355;132336;133160;66835;47616;48491;50998;43815;53466;44488
519130;Naples-Marco Island, FL;FL;76076;63746;64034;71020;*;*;*;*;*;*;*
52;Naples-Marco Island, FL;FL;89088;80320;85051;92832;84065;91276;69363;60442;58489;63564;60926
522320;Naples-Marco Island, FL;FL;30908;44875;28621;0;0;0;0;0;*;0;*
54151;Naples-Marco Island, FL;FL;55195;58312;65329;82840;103059;65005;58465;70047;63603;69871;80448
611420;Naples-Marco Island, FL;FL;0;0;0;0;45809;41756;58108;0;*;*;*
811212;Naples-Marco Island, FL;FL;33062;37310;0;37617;0;0;0;0;0;51496;*
811213;Naples-Marco Island, FL;FL;*;*;*;0;*;*;*;*;*;0;*
10;Ocala, FL;FL;152090;153960;152276;148692;144709;139041;135846;128351;124832;121902;116150
11;Ocala, FL;FL;26975;27329;27050;25996;25145;23585;23330;21460;19930;20087;18603
33411;Ocala, FL;FL;0;0;0;0;*;*;*;*;*;*;*
423430;Ocala, FL;FL;0;63106;68457;78054;64230;57790;89740;0;52191;0;*
425110;Ocala, FL;FL;42793;45047;43218;53266;55668;45715;30752;27009;23969;26900;24660
443120;Ocala, FL;FL;0;0;0;0;0;0;0;0;0;0;*
454111;Ocala, FL;FL;31097;33510;24033;21706;26134;26537;0;0;0;0;*
51;Ocala, FL;FL;39032;37784;37744;34525;33281;33985;36725;34324;27799;27264;24810
511210;Ocala, FL;FL;56610;73860;81099;0;0;0;0;*;*;*;*
518;Ocala, FL;FL;29297;32615;0;40572;41817;40374;38272;35413;0;30548;*
519130;Ocala, FL;FL;34615;36727;0;29694;*;*;*;*;*;*;*
52;Ocala, FL;FL;44600;47319;46794;46287;46759;44129;41422;39010;39814;39787;39134
522320;Ocala, FL;FL;89888;0;38864;23632;0;0;0;0;0;0;*
54151;Ocala, FL;FL;59417;50466;49776;54006;57692;58072;49831;43938;39693;35339;34464
611420;Ocala, FL;FL;*;0;0;0;0;0;*;*;*;*;*
811212;Ocala, FL;FL;32944;0;34715;30123;0;0;0;*;*;*;*
811213;Ocala, FL;FL;0;0;0;0;0;0;0;0;0;0;*
10;Orlando, FL;FL;191527;194667;191832;184863;178447;171756;164030;150732;147005;139200;138241
11;Orlando, FL;FL;0;0;0;0;0;0;0;21114;20883;19741;19310
323115;Orlando, FL;FL;0;27476;32971;27698;0;25419;21510;21891;18712;0;19620
33411;Orlando, FL;FL;63132;65493;62108;53947;56147;51857;74477;0;65364;0;*
334611;Orlando, FL;FL;0;0;0;0;0;0;0;0;0;0;*
423430;Orlando, FL;FL;0;0;0;104199;99476;93974;0;0;0;0;*
425110;Orlando, FL;FL;0;0;64032;56677;58095;54605;53458;54075;49074;0;56209
443120;Orlando, FL;FL;59125;0;0;0;0;61456;0;62538;0;0;61679
454111;Orlando, FL;FL;0;0;0;0;0;0;0;0;0;0;*
51;Orlando, FL;FL;56149;55948;57483;56960;53140;54325;50969;49094;47725;46645;48238
511210;Orlando, FL;FL;0;0;79305;83248;0;80337;79289;77381;73519;0;60746
518;Orlando, FL;FL;56679;56839;58194;56373;53027;53160;51999;0;0;53092;*
519130;Orlando, FL;FL;61989;63230;61037;68147;*;*;*;*;*;*;*
52;Orlando, FL;FL;61577;59707;60738;60610;58367;58552;56148;51576;48874;46997;44160
522320;Orlando, FL;FL;73648;74327;54584;62982;56897;0;0;49645;0;106532;*
54151;Orlando, FL;FL;73797;73700;73904;73543;76170;75059;71410;0;0;66617;*
611420;Orlando, FL;FL;0;0;0;0;50209;49154;48737;0;0;0;*
811212;Orlando, FL;FL;0;0;0;0;37303;36977;0;0;0;0;*
811213;Orlando, FL;FL;43883;0;39300;39927;41742;38867;0;37154;0;0;26745
10;Palm Bay-Melbourne-Titusville, FL;FL;197890;198569;192914;188339;178574;171215;174891;158981;153201;145345;141169
11;Palm Bay-Melbourne-Titusville, FL;FL;28610;28665;27775;26714;26923;24396;0;0;0;0;*
323115;Palm Bay-Melbourne-Titusville, FL;FL;27858;23172;23309;30387;31785;0;0;0;0;0;*
33411;Palm Bay-Melbourne-Titusville, FL;FL;64991;56606;52982;46935;45211;42205;40111;40165;37541;28658;30868
334611;Palm Bay-Melbourne-Titusville, FL;FL;0;*;*;*;*;*;0;0;0;0;*
423430;Palm Bay-Melbourne-Titusville, FL;FL;102914;87522;77269;72306;73578;72141;66532;66137;70614;65586;67403
425110;Palm Bay-Melbourne-Titusville, FL;FL;42207;40278;69898;81846;66674;27538;18088;24596;26675;51517;58734
443120;Palm Bay-Melbourne-Titusville, FL;FL;0;0;0;0;59769;0;0;0;0;0;*
454111;Palm Bay-Melbourne-Titusville, FL;FL;0;0;25280;25313;0;39347;0;0;26863;27353;*
51;Palm Bay-Melbourne-Titusville, FL;FL;52930;50374;50940;47848;46721;46399;48196;42999;42288;43424;39851
511210;Palm Bay-Melbourne-Titusville, FL;FL;63421;72019;82952;85757;94011;82137;85834;72439;64486;62396;61543
518;Palm Bay-Melbourne-Titusville, FL;FL;74876;74577;76822;66129;57959;59128;59858;54782;54386;50242;48727
519130;Palm Bay-Melbourne-Titusville, FL;FL;37815;34350;41783;48219;*;*;*;*;*;*;*
52;Palm Bay-Melbourne-Titusville, FL;FL;53953;52994;49970;49533;49359;46681;44685;44121;41144;39881;40822
522320;Palm Bay-Melbourne-Titusville, FL;FL;0;0;0;0;0;0;0;0;0;0;*
54151;Palm Bay-Melbourne-Titusville, FL;FL;76280;75772;77867;77094;69310;63404;64263;61026;63745;64000;59082
611420;Palm Bay-Melbourne-Titusville, FL;FL;0;0;0;38308;90550;0;0;32786;0;0;*
811212;Palm Bay-Melbourne-Titusville, FL;FL;35507;36190;38773;31408;30318;44847;53324;55460;27225;28325;29865
811213;Palm Bay-Melbourne-Titusville, FL;FL;0;0;0;35692;35420;34808;0;37662;34422;34643;*
10;Panama City-Lynn Haven, FL;FL;171924;168548;165617;166968;161055;154104;147853;141815;136051;130178;125751
11;Panama City-Lynn Haven, FL;FL;35510;34228;35593;36090;35966;0;0;0;0;24789;*
323115;Panama City-Lynn Haven, FL;FL;0;0;*;*;*;*;*;*;*;*;*
33411;Panama City-Lynn Haven, FL;FL;0;*;*;0;*;*;*;0;0;0;*
423430;Panama City-Lynn Haven, FL;FL;29387;0;0;0;74884;71013;67269;75358;72150;0;*
425110;Panama City-Lynn Haven, FL;FL;0;0;0;0;0;0;0;33086;42605;41816;*
443120;Panama City-Lynn Haven, FL;FL;49341;0;0;0;0;0;0;0;0;0;*
454111;Panama City-Lynn Haven, FL;FL;14051;24984;46386;0;0;19689;22854;0;0;0;*
51;Panama City-Lynn Haven, FL;FL;35888;32954;31734;32928;46720;37529;33307;31231;30684;31805;29475
511210;Panama City-Lynn Haven, FL;FL;0;0;0;0;*;0;0;0;0;0;*
518;Panama City-Lynn Haven, FL;FL;0;0;0;0;41218;34246;31786;38034;28838;47346;*
519130;Panama City-Lynn Haven, FL;FL;0;0;0;0;*;*;*;*;*;*;*
52;Panama City-Lynn Haven, FL;FL;49092;43998;44273;43838;42228;40734;37262;37111;34326;31952;31392
522320;Panama City-Lynn Haven, FL;FL;0;0;0;0;0;0;0;0;0;0;*
54151;Panama City-Lynn Haven, FL;FL;76088;70384;54120;51353;48946;50163;44946;42444;40518;36338;37055
611420;Panama City-Lynn Haven, FL;FL;0;0;0;0;*;*;*;*;*;*;*
811212;Panama City-Lynn Haven, FL;FL;0;0;0;0;0;0;0;32848;0;17932;*
811213;Panama City-Lynn Haven, FL;FL;0;0;58413;0;0;0;0;0;0;0;*
10;Pensacola-Ferry Pass-Brent, FL;FL;161999;162446;159455;157001;151264;147580;137953;132186;128678;122167;118057
11;Pensacola-Ferry Pass-Brent, FL;FL;28331;24659;26454;26535;27281;26678;25912;26233;22967;21472;20520
323115;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;*;*;*;*;*;*;*
33411;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;0;0;0;0;0;0;*
334611;Pensacola-Ferry Pass-Brent, FL;FL;0;*;0;0;0;0;0;0;*;*;*
423430;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;84801;77714;77074;62635;61145;66365;*
425110;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;0;38351;37786;36769;29496;41611;35738
443120;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;0;0;0;0;0;0;*
454111;Pensacola-Ferry Pass-Brent, FL;FL;18727;14410;21328;18093;0;0;0;0;0;0;*
51;Pensacola-Ferry Pass-Brent, FL;FL;43350;41443;42956;43004;44782;41322;40579;37141;31373;33340;28921
511210;Pensacola-Ferry Pass-Brent, FL;FL;65310;0;49025;71396;73553;0;0;0;0;0;*
518;Pensacola-Ferry Pass-Brent, FL;FL;0;60201;65646;67103;0;0;0;0;19412;0;*
519130;Pensacola-Ferry Pass-Brent, FL;FL;61677;57966;62706;0;*;*;*;*;*;*;*
52;Pensacola-Ferry Pass-Brent, FL;FL;47835;47042;45367;45193;45588;45167;42987;42059;40806;37874;37945
522320;Pensacola-Ferry Pass-Brent, FL;FL;50024;0;0;0;0;0;39523;37784;39253;37674;*
54151;Pensacola-Ferry Pass-Brent, FL;FL;59688;60577;56436;54853;49413;48910;46453;44933;43153;43450;39356
611420;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;0;0;0;0;44520;0;0;*
811212;Pensacola-Ferry Pass-Brent, FL;FL;0;0;0;27561;0;0;0;0;0;0;*
811213;Pensacola-Ferry Pass-Brent, FL;FL;0;0;66451;58633;58704;55294;0;0;0;0;*
10;Port St. Lucie-Fort Pierce, FL;FL;167432;173606;173094;172383;166660;163003;158559;147733;143125;137141;130571
11;Port St. Lucie-Fort Pierce, FL;FL;24394;0;0;0;0;0;0;0;0;0;18676
323115;Port St. Lucie-Fort Pierce, FL;FL;*;*;0;0;0;0;0;0;0;0;*
33411;Port St. Lucie-Fort Pierce, FL;FL;0;0;0;0;0;0;0;0;0;0;*
334611;Port St. Lucie-Fort Pierce, FL;FL;*;*;*;*;*;0;*;*;*;*;*
423430;Port St. Lucie-Fort Pierce, FL;FL;95143;89771;137646;128579;82270;72596;0;0;0;0;*
425110;Port St. Lucie-Fort Pierce, FL;FL;0;35069;1070032;0;140876;316465;253561;0;0;0;*
443120;Port St. Lucie-Fort Pierce, FL;FL;0;37275;31575;30607;53847;36906;59758;28137;23689;0;*
454111;Port St. Lucie-Fort Pierce, FL;FL;17307;30146;33149;0;0;0;0;0;0;0;*
51;Port St. Lucie-Fort Pierce, FL;FL;0;49712;47868;44261;43844;41830;38828;37367;35352;34588;34048
511210;Port St. Lucie-Fort Pierce, FL;FL;0;0;0;0;0;0;0;0;0;0;*
518;Port St. Lucie-Fort Pierce, FL;FL;54348;53818;0;0;0;0;0;0;0;0;*
519130;Port St. Lucie-Fort Pierce, FL;FL;0;45369;0;0;*;*;*;*;*;*;*
52;Port St. Lucie-Fort Pierce, FL;FL;50174;51503;53663;72787;49963;52349;46366;43651;59653;48624;40422
522320;Port St. Lucie-Fort Pierce, FL;FL;42161;0;42919;0;0;0;0;0;0;*;*
